,node_number,Orbit_type_I,Orbit_type_II,two_Orbit_type
1237,1237,18,4,418
1238,1238,18,19,1819
1239,1239,15,0,015
1240,1240,15,24,1524
1241,1241,19,6,619
1242,1242,16,19,1619
1243,1243,19,20,1920
1244,1244,18,19,1819
1245,1245,15,19,1519
1246,1246,16,19,1619
1247,1247,22,19,1922
1248,1248,22,19,1922
1249,1249,22,19,1922
1250,1250,16,18,1618
1251,1251,15,18,1518
1252,1252,22,19,1922
1253,1253,18,15,1518
1254,1254,18,15,1518
1255,1255,19,18,1819
1256,1256,18,19,1819
1257,1257,19,15,1519
1258,1258,15,0,015
1259,1259,22,19,1922
1260,1260,18,15,1518
1261,1261,19,22,1922
1262,1262,15,19,1519
1263,1263,16,19,1619
1264,1264,19,18,1819
1265,1265,10,32,1032
1266,1266,15,5,515
1267,1267,15,18,1518
1268,1268,15,0,015
1269,1269,15,18,1518
1270,1270,0,1,01
1271,1271,22,19,1922
1272,1272,19,15,1519
1273,1273,18,15,1518
1274,1274,18,15,1518
1275,1275,19,22,1922
1276,1276,19,15,1519
1277,1277,19,16,1619
1278,1278,19,15,1519
1279,1279,16,15,1516
1280,1280,16,21,1621
1281,1281,15,19,1519
1282,1282,18,15,1518
1283,1283,18,16,1618
1284,1284,18,15,1518
1285,1285,16,21,1621
1286,1286,16,19,1619
1287,1287,19,18,1819
1288,1288,15,18,1518
1289,1289,18,16,1618
1290,1290,15,19,1519
1291,1291,15,19,1519
1292,1292,15,19,1519
1293,1293,19,22,1922
1294,1294,15,19,1519
1295,1295,22,19,1922
1296,1296,15,4,415
1297,1297,15,18,1518
1298,1298,19,22,1922
1299,1299,18,19,1819
1300,1300,15,19,1519
1301,1301,15,18,1518
1302,1302,15,18,1518
1303,1303,18,19,1819
1304,1304,15,19,1519
1305,1305,15,18,1518
1306,1306,19,22,1922
1307,1307,15,18,1518
1308,1308,18,15,1518
1309,1309,15,0,015
1310,1310,19,15,1519
1311,1311,21,16,1621
1312,1312,22,19,1922
1313,1313,16,5,516
1314,1314,5,17,517
1315,1315,15,19,1519
1316,1316,19,22,1922
1317,1317,19,22,1922
1318,1318,19,15,1519
1319,1319,18,15,1518
1320,1320,19,20,1920
1321,1321,19,15,1519
1322,1322,15,19,1519
1323,1323,16,0,016
1324,1324,19,16,1619
1325,1325,19,15,1519
1326,1326,19,22,1922
1327,1327,16,21,1621
1328,1328,15,0,015
1329,1329,16,5,516
1330,1330,15,19,1519
1331,1331,15,19,1519
1332,1332,19,16,1619
1333,1333,21,33,2133
1334,1334,22,19,1922
1335,1335,22,19,1922
1336,1336,15,18,1518
1337,1337,18,19,1819
1338,1338,22,32,2232
1339,1339,22,32,2232
1340,1340,15,18,1518
1341,1341,19,15,1519
1342,1342,18,15,1518
1343,1343,18,19,1819
1344,1344,15,16,1516
1345,1345,19,22,1922
1346,1346,19,22,1922
1347,1347,15,0,015
1348,1348,21,23,2123
1349,1349,22,19,1922
1350,1350,18,19,1819
1351,1351,18,15,1518
1352,1352,19,18,1819
1353,1353,15,18,1518
1354,1354,15,18,1518
1355,1355,19,16,1619
1356,1356,18,15,1518
1357,1357,15,29,1529
1358,1358,15,19,1519
1359,1359,15,19,1519
1360,1360,15,19,1519
1361,1361,19,6,619
1362,1362,15,19,1519
1363,1363,19,20,1920
1364,1364,15,19,1519
1365,1365,5,21,521
1366,1366,15,16,1516
1367,1367,15,24,1524
1368,1368,18,16,1618
1369,1369,15,19,1519
1370,1370,16,21,1621
1371,1371,15,18,1518
1372,1372,15,18,1518
1373,1373,19,15,1519
1374,1374,18,15,1518
1375,1375,15,18,1518
1376,1376,19,1,119
1377,1377,1,5,15
1378,1378,18,19,1819
1379,1379,15,16,1516
1380,1380,15,18,1518
1381,1381,18,19,1819
1382,1382,15,19,1519
1383,1383,15,19,1519
1384,1384,15,0,015
1385,1385,15,19,1519
1386,1386,22,19,1922
1387,1387,19,15,1519
1388,1388,21,16,1621
1389,1389,18,19,1819
1390,1390,21,23,2123
1391,1391,18,19,1819
1392,1392,22,20,2022
1393,1393,18,19,1819
1394,1394,15,19,1519
1395,1395,15,18,1518
1396,1396,15,18,1518
1397,1397,18,15,1518
1398,1398,15,18,1518
1399,1399,19,18,1819
1400,1400,22,20,2022
1401,1401,22,19,1922
1402,1402,15,0,015
1403,1403,18,15,1518
1404,1404,19,17,1719
1405,1405,15,18,1518
1406,1406,15,18,1518
1407,1407,18,16,1618
1408,1408,15,18,1518
1409,1409,15,5,515
1410,1410,22,20,2022
1411,1411,15,4,415
1412,1412,18,15,1518
1413,1413,22,19,1922
1414,1414,15,19,1519
1415,1415,15,17,1517
1416,1416,19,15,1519
1417,1417,16,20,1620
1418,1418,20,22,2022
1419,1419,18,16,1618
1420,1420,19,6,619
1421,1421,18,15,1518
1422,1422,18,19,1819
1423,1423,22,19,1922
1424,1424,18,15,1518
1425,1425,19,22,1922
1426,1426,19,22,1922
1427,1427,18,15,1518
1428,1428,19,18,1819
1429,1429,19,16,1619
1430,1430,19,15,1519
1431,1431,19,15,1519
1432,1432,0,1,01
1433,1433,18,15,1518
1434,1434,18,19,1819
1435,1435,15,19,1519
1436,1436,19,18,1819
1437,1437,16,18,1618
1438,1438,15,19,1519
1439,1439,15,29,1529
1440,1440,22,19,1922
1441,1441,18,15,1518
1442,1442,19,22,1922
1443,1443,15,18,1518
1444,1444,15,19,1519
1445,1445,16,19,1619
1446,1446,19,18,1819
1447,1447,19,15,1519
1448,1448,15,0,015
1449,1449,15,19,1519
1450,1450,15,19,1519
1451,1451,15,16,1516
1452,1452,22,20,2022
1453,1453,22,32,2232
1454,1454,18,21,1821
1455,1455,22,19,1922
1456,1456,22,19,1922
1457,1457,18,4,418
1458,1458,15,18,1518
1459,1459,22,19,1922
1460,1460,18,15,1518
1461,1461,19,15,1519
1462,1462,16,15,1516
1463,1463,19,15,1519
1464,1464,22,19,1922
1465,1465,18,15,1518
1466,1466,22,19,1922
1467,1467,18,15,1518
1468,1468,16,19,1619
1469,1469,18,15,1518
1470,1470,15,18,1518
1471,1471,15,0,015
1472,1472,15,16,1516
1473,1473,15,4,415
1474,1474,15,18,1518
1475,1475,22,19,1922
1476,1476,22,19,1922
1477,1477,19,18,1819
1478,1478,15,4,415
1479,1479,15,0,015
1480,1480,20,22,2022
1481,1481,18,15,1518
1482,1482,18,4,418
1483,1483,15,16,1516
1484,1484,15,20,1520
1485,1485,18,19,1819
1486,1486,15,19,1519
1487,1487,18,19,1819
1488,1488,18,15,1518
1489,1489,4,15,415
1490,1490,18,19,1819
1491,1491,19,15,1519
1492,1492,19,20,1920
1493,1493,16,15,1516
1494,1494,22,20,2022
1495,1495,15,18,1518
1496,1496,18,15,1518
1497,1497,15,16,1516
1498,1498,15,19,1519
1499,1499,19,15,1519
1500,1500,19,15,1519
1501,1501,15,18,1518
1502,1502,22,19,1922
1503,1503,19,32,1932
1504,1504,22,19,1922
1505,1505,15,24,1524
1506,1506,4,15,415
1507,1507,19,18,1819
1508,1508,18,15,1518
1509,1509,22,19,1922
1510,1510,18,15,1518
1511,1511,19,15,1519
1512,1512,15,18,1518
1513,1513,1,0,01
1514,1514,19,6,619
1515,1515,22,19,1922
1516,1516,22,19,1922
1517,1517,15,19,1519
1518,1518,15,0,015
1519,1519,0,15,015
1520,1520,0,1,01
1521,1521,5,16,516
1522,1522,1,0,01
1523,1523,21,20,2021
1524,1524,19,20,1920
1525,1525,15,18,1518
1526,1526,22,19,1922
1527,1527,4,0,04
1528,1528,15,18,1518
1529,1529,18,16,1618
1530,1530,15,19,1519
1531,1531,15,19,1519
1532,1532,22,19,1922
1533,1533,1,19,119
1534,1534,22,19,1922
1535,1535,15,0,015
1536,1536,18,16,1618
1537,1537,15,19,1519
1538,1538,18,15,1518
1539,1539,19,22,1922
1540,1540,19,22,1922
1541,1541,19,16,1619
1542,1542,15,19,1519
1543,1543,15,16,1516
1544,1544,19,18,1819
1545,1545,22,19,1922
1546,1546,15,19,1519
1547,1547,15,18,1518
1548,1548,15,18,1518
1549,1549,15,5,515
1550,1550,22,19,1922
1551,1551,18,19,1819
1552,1552,22,19,1922
1553,1553,18,19,1819
1554,1554,18,19,1819
1555,1555,19,18,1819
1556,1556,15,4,415
1557,1557,15,19,1519
1558,1558,19,15,1519
1559,1559,15,4,415
1560,1560,15,19,1519
1561,1561,15,19,1519
1562,1562,19,1,119
1563,1563,15,16,1516
1564,1564,16,21,1621
1565,1565,17,15,1517
1566,1566,17,19,1719
1567,1567,15,18,1518
1568,1568,19,22,1922
1569,1569,18,19,1819
1570,1570,18,16,1618
1571,1571,18,15,1518
1572,1572,19,22,1922
1573,1573,16,18,1618
1574,1574,21,16,1621
1575,1575,18,15,1518
1576,1576,18,19,1819
1577,1577,18,15,1518
1578,1578,19,22,1922
1579,1579,18,4,418
1580,1580,20,22,2022
1581,1581,19,15,1519
1582,1582,16,21,1621
1583,1583,17,19,1719
1584,1584,19,15,1519
1585,1585,4,15,415
1586,1586,15,0,015
1587,1587,15,0,015
1588,1588,22,19,1922
1589,1589,22,19,1922
1590,1590,18,19,1819
1591,1591,15,16,1516
1592,1592,18,19,1819
1593,1593,15,4,415
1594,1594,15,18,1518
1595,1595,15,18,1518
1596,1596,15,1,115
1597,1597,15,16,1516
1598,1598,18,15,1518
1599,1599,18,19,1819
1600,1600,15,18,1518
1601,1601,19,22,1922
1602,1602,15,18,1518
1603,1603,18,19,1819
1604,1604,16,15,1516
1605,1605,21,16,1621
1606,1606,19,15,1519
1607,1607,19,15,1519
1608,1608,19,22,1922
1609,1609,18,15,1518
1610,1610,15,18,1518
1611,1611,22,19,1922
1612,1612,22,19,1922
1613,1613,18,19,1819
1614,1614,22,19,1922
1615,1615,19,15,1519
1616,1616,18,15,1518
1617,1617,15,19,1519
1618,1618,24,15,1524
1619,1619,15,19,1519
1620,1620,19,18,1819
1621,1621,4,19,419
1622,1622,15,4,415
1623,1623,15,1,115
1624,1624,15,5,515
1625,1625,18,15,1518
1626,1626,16,21,1621
1627,1627,18,19,1819
1628,1628,15,19,1519
1629,1629,15,20,1520
1630,1630,19,20,1920
1631,1631,15,19,1519
1632,1632,15,18,1518
1633,1633,19,15,1519
1634,1634,16,15,1516
1635,1635,21,20,2021
1636,1636,18,15,1518
1637,1637,15,18,1518
1638,1638,19,22,1922
1639,1639,19,22,1922
1640,1640,15,18,1518
1641,1641,22,19,1922
1642,1642,18,19,1819
1643,1643,18,15,1518
1644,1644,21,5,521
1645,1645,18,4,418
1646,1646,15,18,1518
1647,1647,15,19,1519
1648,1648,22,20,2022
1649,1649,18,19,1819
1650,1650,15,18,1518
1651,1651,22,19,1922
1652,1652,15,18,1518
1653,1653,15,19,1519
1654,1654,18,15,1518
1655,1655,10,1,110
1656,1656,18,15,1518
1657,1657,16,15,1516
1658,1658,15,18,1518
1659,1659,18,15,1518
1660,1660,15,19,1519
1661,1661,18,19,1819
1662,1662,19,15,1519
1663,1663,19,22,1922
1664,1664,15,18,1518
1665,1665,22,19,1922
1666,1666,15,19,1519
1667,1667,18,19,1819
1668,1668,22,20,2022
1669,1669,18,19,1819
1670,1670,22,19,1922
1671,1671,18,19,1819
1672,1672,15,18,1518
1673,1673,19,22,1922
1674,1674,19,22,1922
1675,1675,18,15,1518
1676,1676,19,15,1519
1677,1677,16,15,1516
1678,1678,20,19,1920
1679,1679,19,22,1922
1680,1680,19,18,1819
1681,1681,15,19,1519
1682,1682,15,18,1518
1683,1683,19,15,1519
1684,1684,16,15,1516
1685,1685,22,19,1922
1686,1686,18,19,1819
1687,1687,22,20,2022
1688,1688,15,18,1518
1689,1689,22,19,1922
1690,1690,15,18,1518
1691,1691,16,18,1618
1692,1692,15,16,1516
1693,1693,22,19,1922
1694,1694,21,23,2123
1695,1695,19,18,1819
1696,1696,15,18,1518
1697,1697,15,16,1516
1698,1698,15,5,515
1699,1699,16,19,1619
1700,1700,15,0,015
1701,1701,15,19,1519
1702,1702,22,19,1922
1703,1703,16,24,1624
1704,1704,18,15,1518
1705,1705,18,24,1824
1706,1706,21,16,1621
1707,1707,15,19,1519
1708,1708,15,19,1519
1709,1709,18,4,418
1710,1710,15,19,1519
1711,1711,19,16,1619
1712,1712,15,19,1519
1713,1713,22,19,1922
1714,1714,4,16,416
1715,1715,19,15,1519
1716,1716,18,16,1618
1717,1717,18,15,1518
1718,1718,19,15,1519
1719,1719,19,6,619
1720,1720,18,15,1518
1721,1721,18,19,1819
1722,1722,18,15,1518
1723,1723,22,19,1922
1724,1724,22,19,1922
1725,1725,19,17,1719
1726,1726,15,18,1518
1727,1727,19,15,1519
1728,1728,22,19,1922
1729,1729,22,19,1922
1730,1730,18,15,1518
1731,1731,15,16,1516
1732,1732,18,19,1819
1733,1733,15,18,1518
1734,1734,19,15,1519
1735,1735,19,22,1922
1736,1736,19,22,1922
1737,1737,22,19,1922
1738,1738,18,15,1518
1739,1739,22,19,1922
1740,1740,18,15,1518
1741,1741,18,19,1819
1742,1742,19,15,1519
1743,1743,22,19,1922
1744,1744,18,15,1518
1745,1745,18,15,1518
1746,1746,19,15,1519
1747,1747,19,20,1920
1748,1748,18,19,1819
1749,1749,15,19,1519
1750,1750,23,21,2123
1751,1751,18,16,1618
1752,1752,18,19,1819
1753,1753,18,15,1518
1754,1754,24,1,124
1755,1755,5,26,526
1756,1756,19,15,1519
1757,1757,15,19,1519
1758,1758,15,0,015
1759,1759,0,15,015
1760,1760,19,15,1519
1761,1761,19,15,1519
1762,1762,19,22,1922
1763,1763,18,15,1518
1764,1764,15,18,1518
1765,1765,15,18,1518
1766,1766,15,16,1516
1767,1767,19,20,1920
1768,1768,15,18,1518
1769,1769,15,19,1519
1770,1770,21,20,2021
1771,1771,19,16,1619
1772,1772,15,18,1518
1773,1773,18,19,1819
1774,1774,18,16,1618
1775,1775,18,19,1819
1776,1776,19,22,1922
1777,1777,18,15,1518
1778,1778,20,19,1920
1779,1779,18,15,1518
1780,1780,18,15,1518
1781,1781,20,19,1920
1782,1782,15,16,1516
1783,1783,10,1,110
1784,1784,19,15,1519
1785,1785,15,19,1519
1786,1786,15,19,1519
1787,1787,15,18,1518
1788,1788,19,22,1922
1789,1789,18,15,1518
1790,1790,19,16,1619
1791,1791,15,16,1516
1792,1792,15,19,1519
1793,1793,19,15,1519
1794,1794,15,19,1519
1795,1795,16,18,1618
1796,1796,15,18,1518
1797,1797,18,15,1518
1798,1798,19,16,1619
1799,1799,15,18,1518
1800,1800,15,18,1518
1801,1801,21,16,1621
1802,1802,19,15,1519
1803,1803,18,19,1819
1804,1804,18,19,1819
1805,1805,22,19,1922
1806,1806,21,16,1621
1807,1807,15,18,1518
1808,1808,18,16,1618
1809,1809,18,15,1518
1810,1810,15,1,115
1811,1811,15,0,015
1812,1812,18,19,1819
1813,1813,15,18,1518
1814,1814,19,18,1819
1815,1815,18,15,1518
1816,1816,15,18,1518
1817,1817,19,18,1819
1818,1818,15,24,1524
1819,1819,19,22,1922
1820,1820,18,15,1518
1821,1821,15,19,1519
1822,1822,15,19,1519
1823,1823,15,19,1519
1824,1824,18,19,1819
1825,1825,1,0,01
1826,1826,0,1,01
1827,1827,0,2,02
1828,1828,15,19,1519
1829,1829,19,16,1619
1830,1830,19,20,1920
1831,1831,15,19,1519
1832,1832,15,19,1519
1833,1833,15,18,1518
1834,1834,15,0,015
1835,1835,18,15,1518
1836,1836,19,22,1922
1837,1837,19,22,1922
1838,1838,19,16,1619
1839,1839,15,19,1519
1840,1840,15,19,1519
1841,1841,19,15,1519
1842,1842,22,19,1922
1843,1843,21,16,1621
1844,1844,15,4,415
1845,1845,5,16,516
1846,1846,15,16,1516
1847,1847,19,18,1819
1848,1848,19,15,1519
1849,1849,18,19,1819
1850,1850,15,29,1529
1851,1851,15,29,1529
1852,1852,16,5,516
1853,1853,15,19,1519
1854,1854,15,19,1519
1855,1855,18,15,1518
1856,1856,19,15,1519
1857,1857,19,15,1519
1858,1858,18,15,1518
1859,1859,19,18,1819
1860,1860,19,15,1519
1861,1861,22,19,1922
1862,1862,21,20,2021
1863,1863,15,18,1518
1864,1864,18,15,1518
1865,1865,15,4,415
1866,1866,19,22,1922
1867,1867,22,19,1922
1868,1868,19,17,1719
1869,1869,18,15,1518
1870,1870,19,15,1519
1871,1871,19,17,1719
1872,1872,15,0,015
1873,1873,22,19,1922
1874,1874,15,16,1516
1875,1875,19,22,1922
1876,1876,19,22,1922
1877,1877,18,15,1518
1878,1878,19,18,1819
1879,1879,19,15,1519
1880,1880,16,15,1516
1881,1881,4,16,416
1882,1882,15,19,1519
1883,1883,15,18,1518
1884,1884,15,16,1516
1885,1885,15,19,1519
1886,1886,18,19,1819
1887,1887,19,18,1819
1888,1888,15,0,015
1889,1889,19,18,1819
1890,1890,15,19,1519
1891,1891,19,16,1619
1892,1892,18,19,1819
1893,1893,19,15,1519
1894,1894,21,16,1621
1895,1895,22,19,1922
1896,1896,18,15,1518
1897,1897,19,22,1922
1898,1898,22,19,1922
1899,1899,18,15,1518
1900,1900,18,15,1518
1901,1901,15,4,415
1902,1902,15,0,015
1903,1903,19,22,1922
1904,1904,21,16,1621
1905,1905,21,20,2021
1906,1906,19,6,619
1907,1907,15,18,1518
1908,1908,16,21,1621
1909,1909,18,19,1819
1910,1910,18,16,1618
1911,1911,15,19,1519
1912,1912,19,15,1519
1913,1913,19,16,1619
1914,1914,15,18,1518
1915,1915,15,16,1516
1916,1916,15,18,1518
1917,1917,16,21,1621
1918,1918,15,19,1519
1919,1919,15,19,1519
1920,1920,15,18,1518
1921,1921,15,18,1518
1922,1922,15,18,1518
1923,1923,18,15,1518
1924,1924,22,19,1922
1925,1925,19,15,1519
1926,1926,18,4,418
1927,1927,18,15,1518
1928,1928,18,15,1518
1929,1929,15,19,1519
1930,1930,19,15,1519
1931,1931,15,18,1518
1932,1932,15,18,1518
1933,1933,18,15,1518
1934,1934,19,22,1922
1935,1935,22,19,1922
1936,1936,15,0,015
1937,1937,15,18,1518
1938,1938,21,20,2021
1939,1939,15,19,1519
1940,1940,19,22,1922
1941,1941,19,6,619
1942,1942,19,22,1922
1943,1943,18,4,418
1944,1944,18,19,1819
1945,1945,18,15,1518
1946,1946,18,15,1518
1947,1947,15,5,515
1948,1948,18,19,1819
1949,1949,22,19,1922
1950,1950,16,15,1516
1951,1951,15,19,1519
1952,1952,19,15,1519
1953,1953,19,18,1819
1954,1954,16,18,1618
1955,1955,18,15,1518
1956,1956,15,18,1518
1957,1957,15,18,1518
1958,1958,5,1,15
1959,1959,1,19,119
1960,1960,18,19,1819
1961,1961,15,18,1518
1962,1962,22,19,1922
1963,1963,18,19,1819
1964,1964,22,19,1922
1965,1965,19,22,1922
1966,1966,19,15,1519
1967,1967,18,15,1518
1968,1968,15,19,1519
1969,1969,18,19,1819
1970,1970,18,19,1819
1971,1971,15,0,015
1972,1972,18,16,1618
1973,1973,19,15,1519
1974,1974,15,19,1519
1975,1975,18,19,1819
1976,1976,15,18,1518
1977,1977,19,15,1519
1978,1978,16,18,1618
1979,1979,19,22,1922
1980,1980,18,16,1618
1981,1981,18,15,1518
1982,1982,18,15,1518
1983,1983,15,24,1524
1984,1984,18,19,1819
1985,1985,19,15,1519
1986,1986,19,15,1519
1987,1987,19,15,1519
1988,1988,16,19,1619
1989,1989,19,22,1922
1990,1990,18,15,1518
1991,1991,15,18,1518
1992,1992,18,15,1518
1993,1993,15,19,1519
1994,1994,22,19,1922
1995,1995,19,10,1019
1996,1996,15,19,1519
1997,1997,19,22,1922
1998,1998,18,15,1518
1999,1999,19,18,1819
2000,2000,22,19,1922
2001,2001,18,19,1819
2002,2002,18,16,1618
2003,2003,19,18,1819
2004,2004,15,19,1519
2005,2005,15,18,1518
2006,2006,18,19,1819
2007,2007,15,16,1516
2008,2008,15,18,1518
2009,2009,19,15,1519
2010,2010,15,18,1518
2011,2011,15,18,1518
2012,2012,19,15,1519
2013,2013,22,19,1922
2014,2014,15,29,1529
2015,2015,18,15,1518
2016,2016,15,18,1518
2017,2017,18,19,1819
2018,2018,19,22,1922
2019,2019,18,15,1518
2020,2020,18,15,1518
2021,2021,17,1,117
2022,2022,15,18,1518
2023,2023,19,18,1819
2024,2024,15,0,015
2025,2025,15,1,115
2026,2026,1,15,115
2027,2027,15,0,015
2028,2028,15,0,015
2029,2029,1,15,115
2030,2030,18,15,1518
2031,2031,22,19,1922
2032,2032,15,19,1519
2033,2033,22,19,1922
2034,2034,22,19,1922
2035,2035,22,19,1922
2036,2036,16,15,1516
2037,2037,15,18,1518
2038,2038,22,20,2022
2039,2039,19,15,1519
2040,2040,16,21,1621
2041,2041,15,19,1519
2042,2042,18,15,1518
2043,2043,15,16,1516
2044,2044,15,18,1518
2045,2045,18,15,1518
2046,2046,18,15,1518
2047,2047,19,15,1519
2048,2048,15,18,1518
2049,2049,15,19,1519
2050,2050,15,18,1518
2051,2051,18,19,1819
2052,2052,18,19,1819
2053,2053,21,16,1621
2054,2054,19,15,1519
2055,2055,18,16,1618
2056,2056,22,20,2022
2057,2057,15,19,1519
2058,2058,18,15,1518
2059,2059,22,19,1922
2060,2060,22,19,1922
2061,2061,15,19,1519
2062,2062,21,16,1621
2063,2063,15,19,1519
2064,2064,22,19,1922
2065,2065,19,15,1519
2066,2066,15,19,1519
2067,2067,22,20,2022
2068,2068,18,15,1518
2069,2069,19,22,1922
2070,2070,15,18,1518
2071,2071,18,19,1819
2072,2072,15,19,1519
2073,2073,15,19,1519
2074,2074,1,24,124
2075,2075,22,19,1922
2076,2076,15,19,1519
2077,2077,15,18,1518
2078,2078,19,15,1519
2079,2079,18,19,1819
2080,2080,19,22,1922
2081,2081,22,19,1922
2082,2082,18,19,1819
2083,2083,18,19,1819
2084,2084,18,15,1518
2085,2085,22,20,2022
2086,2086,19,15,1519
2087,2087,18,15,1518
2088,2088,18,19,1819
2089,2089,19,22,1922
2090,2090,18,16,1618
2091,2091,18,19,1819
2092,2092,15,18,1518
2093,2093,19,15,1519
2094,2094,16,5,516
2095,2095,19,15,1519
2096,2096,19,15,1519
2097,2097,15,19,1519
2098,2098,19,15,1519
2099,2099,5,1,15
2100,2100,22,19,1922
2101,2101,18,15,1518
2102,2102,22,19,1922
2103,2103,18,4,418
2104,2104,15,18,1518
2105,2105,15,18,1518
2106,2106,18,15,1518
2107,2107,22,20,2022
2108,2108,18,19,1819
2109,2109,20,22,2022
