,node_number,Orbit_type_I,Orbit_type_II,two_Orbit_type
1225,1225,22,18,1822
1226,1226,18,15,1518
1227,1227,18,15,1518
1228,1228,22,39,2239
1229,1229,22,31,2231
1230,1230,22,31,2231
1231,1231,18,15,1518
1232,1232,18,15,1518
1233,1233,18,15,1518
1234,1234,22,54,2254
1235,1235,22,31,2231
1236,1236,18,22,1822
1237,1237,18,22,1822
1238,1238,18,22,1822
1239,1239,22,31,2231
1240,1240,22,18,1822
1241,1241,22,19,1922
1242,1242,22,31,2231
1243,1243,22,19,1922
1244,1244,22,31,2231
1245,1245,22,18,1822
1246,1246,22,19,1922
1247,1247,22,18,1822
1248,1248,22,31,2231
1249,1249,18,27,1827
1250,1250,18,15,1518
1251,1251,18,15,1518
1252,1252,18,15,1518
1253,1253,22,31,2231
1254,1254,22,31,2231
1255,1255,18,15,1518
1256,1256,15,18,1518
1257,1257,22,31,2231
1258,1258,15,18,1518
1259,1259,18,15,1518
1260,1260,18,15,1518
1261,1261,22,31,2231
1262,1262,22,31,2231
1263,1263,18,15,1518
1264,1264,18,15,1518
1265,1265,18,19,1819
1266,1266,22,31,2231
1267,1267,18,15,1518
1268,1268,22,31,2231
1269,1269,22,31,2231
1270,1270,22,54,2254
1271,1271,22,19,1922
1272,1272,22,31,2231
1273,1273,22,39,2239
1274,1274,22,31,2231
1275,1275,22,31,2231
1276,1276,22,18,1822
1277,1277,22,31,2231
1278,1278,22,18,1822
1279,1279,22,18,1822
1280,1280,22,31,2231
1281,1281,22,31,2231
1282,1282,22,31,2231
1283,1283,22,18,1822
1284,1284,22,31,2231
1285,1285,22,19,1922
1286,1286,22,31,2231
1287,1287,18,22,1822
1288,1288,22,31,2231
1289,1289,22,31,2231
1290,1290,22,18,1822
1291,1291,22,31,2231
1292,1292,22,31,2231
1293,1293,22,18,1822
1294,1294,22,31,2231
1295,1295,22,19,1922
1296,1296,22,54,2254
1297,1297,22,18,1822
1298,1298,22,54,2254
1299,1299,22,31,2231
1300,1300,22,31,2231
1301,1301,22,18,1822
1302,1302,22,19,1922
1303,1303,22,15,1522
1304,1304,18,27,1827
1305,1305,22,15,1522
1306,1306,22,39,2239
1307,1307,18,15,1518
1308,1308,18,15,1518
1309,1309,22,31,2231
1310,1310,18,22,1822
1311,1311,18,15,1518
1312,1312,18,22,1822
1313,1313,22,18,1822
1314,1314,22,18,1822
1315,1315,18,22,1822
1316,1316,22,19,1922
1317,1317,22,31,2231
1318,1318,22,39,2239
1319,1319,22,39,2239
1320,1320,22,31,2231
1321,1321,22,19,1922
1322,1322,22,54,2254
1323,1323,22,18,1822
1324,1324,22,19,1922
1325,1325,18,22,1822
1326,1326,22,31,2231
1327,1327,22,39,2239
1328,1328,22,31,2231
1329,1329,18,15,1518
1330,1330,22,39,2239
1331,1331,18,15,1518
1332,1332,18,15,1518
1333,1333,22,54,2254
1334,1334,22,54,2254
1335,1335,22,18,1822
1336,1336,18,22,1822
1337,1337,22,18,1822
1338,1338,22,18,1822
1339,1339,18,22,1822
1340,1340,22,19,1922
1341,1341,22,31,2231
1342,1342,18,15,1518
1343,1343,15,19,1519
1344,1344,15,19,1519
1345,1345,15,22,1522
1346,1346,22,19,1922
1347,1347,22,31,2231
1348,1348,22,31,2231
1349,1349,22,18,1822
1350,1350,22,18,1822
1351,1351,22,31,2231
1352,1352,22,31,2231
1353,1353,22,18,1822
1354,1354,18,22,1822
1355,1355,15,19,1519
1356,1356,15,18,1518
1357,1357,18,15,1518
1358,1358,22,54,2254
1359,1359,18,19,1819
1360,1360,22,15,1522
1361,1361,22,31,2231
1362,1362,22,19,1922
1363,1363,22,19,1922
1364,1364,18,27,1827
1365,1365,22,31,2231
1366,1366,15,22,1522
1367,1367,18,15,1518
1368,1368,15,18,1518
1369,1369,15,22,1522
1370,1370,22,19,1922
1371,1371,18,15,1518
1372,1372,18,15,1518
1373,1373,18,15,1518
1374,1374,18,15,1518
1375,1375,22,31,2231
1376,1376,18,15,1518
1377,1377,18,19,1819
1378,1378,22,18,1822
1379,1379,18,15,1518
1380,1380,22,39,2239
1381,1381,18,15,1518
1382,1382,22,31,2231
1383,1383,18,15,1518
1384,1384,22,20,2022
1385,1385,22,39,2239
1386,1386,22,39,2239
1387,1387,15,19,1519
1388,1388,18,15,1518
1389,1389,18,15,1518
1390,1390,15,18,1518
1391,1391,15,18,1518
1392,1392,22,54,2254
1393,1393,18,45,1845
1394,1394,19,15,1519
1395,1395,15,18,1518
1396,1396,15,18,1518
1397,1397,18,15,1518
1398,1398,18,15,1518
1399,1399,18,15,1518
1400,1400,18,15,1518
1401,1401,22,18,1822
1402,1402,22,39,2239
1403,1403,22,18,1822
1404,1404,22,18,1822
1405,1405,15,27,1527
1406,1406,22,54,2254
1407,1407,22,18,1822
1408,1408,22,18,1822
1409,1409,18,22,1822
1410,1410,22,18,1822
1411,1411,22,18,1822
1412,1412,22,18,1822
1413,1413,15,18,1518
1414,1414,18,19,1819
1415,1415,22,54,2254
1416,1416,22,18,1822
1417,1417,22,31,2231
1418,1418,18,15,1518
1419,1419,18,15,1518
1420,1420,22,31,2231
1421,1421,18,15,1518
1422,1422,18,15,1518
1423,1423,22,31,2231
1424,1424,22,31,2231
1425,1425,18,22,1822
1426,1426,22,31,2231
1427,1427,22,31,2231
1428,1428,18,22,1822
1429,1429,22,18,1822
1430,1430,18,15,1518
1431,1431,22,31,2231
1432,1432,22,31,2231
1433,1433,22,19,1922
1434,1434,22,19,1922
1435,1435,22,54,2254
1436,1436,22,19,1922
1437,1437,18,15,1518
1438,1438,18,15,1518
1439,1439,18,27,1827
1440,1440,22,31,2231
1441,1441,18,15,1518
1442,1442,18,15,1518
1443,1443,15,18,1518
1444,1444,22,31,2231
1445,1445,22,31,2231
1446,1446,22,18,1822
1447,1447,22,18,1822
1448,1448,22,31,2231
1449,1449,22,31,2231
1450,1450,22,31,2231
1451,1451,18,15,1518
1452,1452,22,39,2239
1453,1453,22,15,1522
1454,1454,22,39,2239
1455,1455,18,15,1518
1456,1456,22,39,2239
1457,1457,15,18,1518
1458,1458,18,15,1518
1459,1459,22,31,2231
1460,1460,18,15,1518
1461,1461,22,18,1822
1462,1462,15,22,1522
1463,1463,22,19,1922
1464,1464,15,18,1518
1465,1465,18,15,1518
1466,1466,22,54,2254
1467,1467,22,39,2239
1468,1468,22,54,2254
1469,1469,22,54,2254
1470,1470,18,45,1845
1471,1471,22,54,2254
1472,1472,22,18,1822
1473,1473,22,54,2254
1474,1474,22,31,2231
1475,1475,22,18,1822
1476,1476,18,45,1845
1477,1477,22,18,1822
1478,1478,18,22,1822
1479,1479,22,31,2231
1480,1480,18,15,1518
1481,1481,18,15,1518
1482,1482,18,22,1822
1483,1483,15,18,1518
1484,1484,18,15,1518
1485,1485,15,19,1519
1486,1486,22,31,2231
1487,1487,22,31,2231
1488,1488,22,31,2231
1489,1489,22,31,2231
1490,1490,22,19,1922
1491,1491,18,15,1518
1492,1492,15,18,1518
1493,1493,18,27,1827
1494,1494,18,27,1827
1495,1495,22,54,2254
1496,1496,22,18,1822
1497,1497,18,15,1518
1498,1498,15,18,1518
1499,1499,18,15,1518
1500,1500,15,18,1518
1501,1501,15,18,1518
1502,1502,18,15,1518
1503,1503,18,27,1827
1504,1504,22,39,2239
1505,1505,22,31,2231
1506,1506,22,54,2254
1507,1507,22,18,1822
1508,1508,18,22,1822
1509,1509,18,22,1822
1510,1510,18,15,1518
1511,1511,18,19,1819
1512,1512,18,15,1518
1513,1513,18,15,1518
1514,1514,22,31,2231
1515,1515,22,31,2231
1516,1516,18,15,1518
1517,1517,22,31,2231
1518,1518,18,27,1827
1519,1519,22,19,1922
1520,1520,22,19,1922
1521,1521,18,27,1827
1522,1522,22,19,1922
1523,1523,22,31,2231
1524,1524,18,15,1518
1525,1525,18,27,1827
1526,1526,22,31,2231
1527,1527,18,19,1819
1528,1528,18,15,1518
1529,1529,18,15,1518
1530,1530,18,22,1822
1531,1531,18,27,1827
1532,1532,18,15,1518
1533,1533,22,19,1922
1534,1534,22,19,1922
1535,1535,22,19,1922
1536,1536,18,15,1518
1537,1537,18,15,1518
1538,1538,22,31,2231
1539,1539,22,18,1822
1540,1540,22,31,2231
1541,1541,22,39,2239
1542,1542,22,39,2239
1543,1543,18,15,1518
1544,1544,18,45,1845
1545,1545,22,18,1822
1546,1546,22,31,2231
1547,1547,18,19,1819
1548,1548,18,15,1518
1549,1549,15,18,1518
1550,1550,22,18,1822
1551,1551,18,45,1845
1552,1552,18,15,1518
1553,1553,22,19,1922
1554,1554,22,18,1822
1555,1555,22,19,1922
1556,1556,18,15,1518
1557,1557,22,54,2254
1558,1558,22,18,1822
1559,1559,15,19,1519
1560,1560,18,27,1827
1561,1561,22,31,2231
1562,1562,18,15,1518
1563,1563,18,15,1518
1564,1564,18,15,1518
1565,1565,18,15,1518
1566,1566,22,54,2254
1567,1567,18,45,1845
1568,1568,18,22,1822
1569,1569,22,54,2254
1570,1570,19,15,1519
1571,1571,18,15,1518
1572,1572,22,31,2231
1573,1573,22,31,2231
1574,1574,22,31,2231
1575,1575,22,31,2231
1576,1576,22,31,2231
1577,1577,18,15,1518
1578,1578,19,15,1519
1579,1579,18,15,1518
1580,1580,22,31,2231
1581,1581,22,31,2231
1582,1582,22,54,2254
1583,1583,22,18,1822
1584,1584,22,18,1822
1585,1585,22,31,2231
1586,1586,22,31,2231
1587,1587,22,18,1822
1588,1588,22,31,2231
1589,1589,18,22,1822
1590,1590,18,27,1827
1591,1591,18,27,1827
1592,1592,22,31,2231
1593,1593,18,15,1518
1594,1594,18,27,1827
1595,1595,22,31,2231
1596,1596,18,19,1819
1597,1597,15,18,1518
1598,1598,22,39,2239
1599,1599,18,15,1518
1600,1600,18,15,1518
1601,1601,22,31,2231
1602,1602,15,22,1522
1603,1603,18,15,1518
1604,1604,18,22,1822
1605,1605,15,18,1518
1606,1606,18,15,1518
1607,1607,22,19,1922
1608,1608,22,31,2231
1609,1609,22,54,2254
1610,1610,18,22,1822
1611,1611,22,18,1822
1612,1612,22,18,1822
1613,1613,22,18,1822
1614,1614,22,19,1922
1615,1615,22,15,1522
1616,1616,22,19,1922
1617,1617,22,19,1922
1618,1618,22,18,1822
1619,1619,22,15,1522
1620,1620,22,31,2231
1621,1621,22,31,2231
1622,1622,18,15,1518
1623,1623,18,15,1518
1624,1624,22,31,2231
1625,1625,18,19,1819
1626,1626,18,15,1518
1627,1627,15,18,1518
1628,1628,15,19,1519
1629,1629,15,18,1518
1630,1630,15,18,1518
1631,1631,15,18,1518
1632,1632,22,19,1922
1633,1633,22,31,2231
1634,1634,18,15,1518
1635,1635,22,31,2231
1636,1636,18,15,1518
1637,1637,22,31,2231
1638,1638,22,39,2239
1639,1639,18,15,1518
1640,1640,22,31,2231
1641,1641,18,22,1822
1642,1642,22,19,1922
1643,1643,22,39,2239
1644,1644,18,15,1518
1645,1645,22,18,1822
1646,1646,18,15,1518
1647,1647,22,31,2231
1648,1648,22,31,2231
1649,1649,22,54,2254
1650,1650,22,39,2239
1651,1651,18,15,1518
1652,1652,22,31,2231
1653,1653,18,15,1518
1654,1654,18,15,1518
1655,1655,22,31,2231
1656,1656,22,39,2239
1657,1657,22,15,1522
1658,1658,18,15,1518
1659,1659,18,15,1518
1660,1660,18,15,1518
1661,1661,22,15,1522
1662,1662,18,15,1518
1663,1663,22,18,1822
1664,1664,22,19,1922
1665,1665,22,19,1922
1666,1666,22,31,2231
1667,1667,22,39,2239
1668,1668,22,18,1822
1669,1669,18,27,1827
1670,1670,15,18,1518
1671,1671,15,18,1518
1672,1672,18,27,1827
1673,1673,22,31,2231
1674,1674,18,15,1518
1675,1675,22,31,2231
1676,1676,22,31,2231
1677,1677,22,18,1822
1678,1678,18,15,1518
1679,1679,18,15,1518
1680,1680,22,20,2022
1681,1681,15,18,1518
1682,1682,22,19,1922
1683,1683,18,15,1518
1684,1684,18,15,1518
1685,1685,18,27,1827
1686,1686,18,15,1518
1687,1687,15,18,1518
1688,1688,18,27,1827
1689,1689,22,20,2022
1690,1690,22,31,2231
1691,1691,22,31,2231
1692,1692,22,31,2231
1693,1693,22,31,2231
1694,1694,22,18,1822
1695,1695,22,18,1822
1696,1696,22,31,2231
1697,1697,22,20,2022
1698,1698,22,39,2239
1699,1699,22,31,2231
1700,1700,22,31,2231
1701,1701,18,15,1518
1702,1702,18,15,1518
1703,1703,18,15,1518
1704,1704,22,31,2231
1705,1705,15,19,1519
1706,1706,15,19,1519
1707,1707,22,39,2239
1708,1708,15,18,1518
1709,1709,18,15,1518
1710,1710,18,15,1518
1711,1711,22,20,2022
1712,1712,18,15,1518
1713,1713,22,31,2231
1714,1714,22,19,1922
1715,1715,22,39,2239
1716,1716,22,19,1922
1717,1717,22,31,2231
1718,1718,18,27,1827
1719,1719,22,39,2239
1720,1720,22,31,2231
1721,1721,22,31,2231
1722,1722,22,31,2231
1723,1723,22,31,2231
1724,1724,22,31,2231
1725,1725,22,31,2231
1726,1726,22,39,2239
1727,1727,22,31,2231
1728,1728,22,31,2231
1729,1729,18,15,1518
1730,1730,22,39,2239
1731,1731,18,15,1518
1732,1732,18,15,1518
1733,1733,22,31,2231
1734,1734,18,15,1518
1735,1735,22,18,1822
1736,1736,22,31,2231
1737,1737,18,22,1822
1738,1738,18,15,1518
1739,1739,18,15,1518
1740,1740,22,19,1922
1741,1741,22,31,2231
1742,1742,18,22,1822
1743,1743,18,19,1819
1744,1744,22,39,2239
1745,1745,18,15,1518
1746,1746,18,15,1518
1747,1747,22,18,1822
1748,1748,22,39,2239
1749,1749,18,15,1518
1750,1750,22,31,2231
1751,1751,22,39,2239
1752,1752,18,22,1822
1753,1753,22,19,1922
1754,1754,22,18,1822
1755,1755,22,18,1822
1756,1756,22,31,2231
1757,1757,22,19,1922
1758,1758,18,15,1518
1759,1759,22,19,1922
1760,1760,18,15,1518
1761,1761,18,22,1822
1762,1762,22,18,1822
1763,1763,22,39,2239
1764,1764,18,22,1822
1765,1765,22,39,2239
1766,1766,18,15,1518
1767,1767,22,31,2231
1768,1768,22,31,2231
1769,1769,22,39,2239
1770,1770,22,31,2231
1771,1771,22,18,1822
1772,1772,22,18,1822
1773,1773,22,31,2231
1774,1774,22,31,2231
1775,1775,22,31,2231
1776,1776,18,15,1518
1777,1777,22,39,2239
1778,1778,22,19,1922
1779,1779,22,31,2231
1780,1780,18,15,1518
1781,1781,15,27,1527
1782,1782,22,31,2231
1783,1783,18,15,1518
1784,1784,18,15,1518
1785,1785,22,31,2231
1786,1786,18,15,1518
1787,1787,18,15,1518
1788,1788,22,18,1822
1789,1789,22,31,2231
1790,1790,18,15,1518
1791,1791,15,18,1518
1792,1792,22,31,2231
1793,1793,22,54,2254
1794,1794,22,19,1922
1795,1795,22,19,1922
1796,1796,18,27,1827
1797,1797,18,15,1518
1798,1798,18,15,1518
1799,1799,18,15,1518
1800,1800,18,15,1518
1801,1801,18,15,1518
1802,1802,22,39,2239
1803,1803,22,39,2239
1804,1804,22,31,2231
1805,1805,22,31,2231
1806,1806,18,27,1827
1807,1807,22,39,2239
1808,1808,18,27,1827
1809,1809,22,31,2231
1810,1810,22,39,2239
1811,1811,22,54,2254
1812,1812,22,31,2231
1813,1813,22,18,1822
1814,1814,22,31,2231
1815,1815,22,31,2231
1816,1816,22,19,1922
1817,1817,22,54,2254
1818,1818,15,19,1519
1819,1819,22,19,1922
1820,1820,15,18,1518
1821,1821,18,15,1518
1822,1822,22,54,2254
1823,1823,22,18,1822
1824,1824,22,18,1822
1825,1825,22,39,2239
1826,1826,18,15,1518
1827,1827,22,54,2254
1828,1828,22,54,2254
1829,1829,22,18,1822
1830,1830,22,18,1822
1831,1831,22,31,2231
1832,1832,18,22,1822
1833,1833,18,22,1822
1834,1834,22,18,1822
1835,1835,18,15,1518
1836,1836,22,31,2231
1837,1837,22,31,2231
1838,1838,18,15,1518
1839,1839,22,31,2231
1840,1840,22,31,2231
1841,1841,22,31,2231
1842,1842,22,31,2231
1843,1843,18,22,1822
1844,1844,22,39,2239
1845,1845,18,27,1827
1846,1846,22,31,2231
1847,1847,22,31,2231
1848,1848,22,31,2231
1849,1849,18,15,1518
1850,1850,22,31,2231
1851,1851,22,31,2231
1852,1852,18,27,1827
1853,1853,22,31,2231
1854,1854,22,39,2239
1855,1855,18,15,1518
1856,1856,18,15,1518
1857,1857,22,18,1822
1858,1858,22,31,2231
1859,1859,22,31,2231
1860,1860,18,22,1822
1861,1861,18,22,1822
1862,1862,22,54,2254
1863,1863,22,54,2254
1864,1864,18,27,1827
1865,1865,22,31,2231
1866,1866,22,39,2239
1867,1867,22,19,1922
1868,1868,22,54,2254
1869,1869,22,31,2231
1870,1870,22,31,2231
1871,1871,22,31,2231
1872,1872,18,15,1518
1873,1873,18,15,1518
1874,1874,18,15,1518
1875,1875,18,15,1518
1876,1876,18,22,1822
1877,1877,18,15,1518
1878,1878,18,27,1827
1879,1879,22,31,2231
1880,1880,22,19,1922
1881,1881,22,15,1522
1882,1882,18,15,1518
1883,1883,22,15,1522
1884,1884,18,15,1518
1885,1885,22,31,2231
1886,1886,22,31,2231
1887,1887,18,15,1518
1888,1888,18,19,1819
1889,1889,22,31,2231
1890,1890,18,15,1518
1891,1891,18,15,1518
1892,1892,18,15,1518
1893,1893,22,54,2254
1894,1894,22,31,2231
1895,1895,22,31,2231
1896,1896,22,39,2239
1897,1897,22,31,2231
1898,1898,18,15,1518
1899,1899,22,31,2231
1900,1900,22,31,2231
1901,1901,22,31,2231
1902,1902,19,15,1519
1903,1903,18,27,1827
1904,1904,22,31,2231
1905,1905,22,39,2239
1906,1906,22,19,1922
1907,1907,18,15,1518
1908,1908,15,18,1518
1909,1909,22,31,2231
1910,1910,22,31,2231
1911,1911,18,15,1518
1912,1912,22,31,2231
1913,1913,18,15,1518
1914,1914,18,15,1518
1915,1915,18,15,1518
1916,1916,22,31,2231
1917,1917,22,54,2254
1918,1918,18,22,1822
1919,1919,22,54,2254
1920,1920,22,18,1822
1921,1921,18,15,1518
1922,1922,22,39,2239
1923,1923,18,15,1518
1924,1924,19,22,1922
1925,1925,18,27,1827
1926,1926,18,22,1822
1927,1927,15,18,1518
1928,1928,18,15,1518
1929,1929,18,15,1518
1930,1930,15,18,1518
1931,1931,22,31,2231
1932,1932,18,15,1518
1933,1933,22,18,1822
1934,1934,15,18,1518
1935,1935,22,39,2239
1936,1936,18,15,1518
1937,1937,18,15,1518
1938,1938,22,39,2239
1939,1939,22,54,2254
1940,1940,22,31,2231
1941,1941,22,31,2231
1942,1942,18,15,1518
1943,1943,22,54,2254
1944,1944,22,54,2254
1945,1945,22,31,2231
1946,1946,22,18,1822
1947,1947,22,31,2231
1948,1948,22,31,2231
1949,1949,22,18,1822
1950,1950,22,39,2239
1951,1951,22,54,2254
1952,1952,22,18,1822
1953,1953,18,15,1518
1954,1954,22,31,2231
1955,1955,22,31,2231
1956,1956,18,15,1518
1957,1957,15,19,1519
1958,1958,15,18,1518
1959,1959,18,15,1518
1960,1960,22,31,2231
1961,1961,22,31,2231
1962,1962,22,31,2231
1963,1963,18,15,1518
1964,1964,18,15,1518
1965,1965,22,54,2254
1966,1966,22,31,2231
1967,1967,18,15,1518
1968,1968,18,15,1518
1969,1969,22,31,2231
1970,1970,22,18,1822
1971,1971,18,15,1518
1972,1972,22,31,2231
1973,1973,18,15,1518
1974,1974,22,19,1922
1975,1975,22,31,2231
1976,1976,18,27,1827
1977,1977,18,27,1827
1978,1978,22,31,2231
1979,1979,22,54,2254
1980,1980,22,54,2254
1981,1981,22,54,2254
1982,1982,18,15,1518
1983,1983,22,31,2231
1984,1984,22,31,2231
1985,1985,18,15,1518
1986,1986,22,31,2231
1987,1987,22,31,2231
1988,1988,22,31,2231
1989,1989,22,19,1922
1990,1990,22,18,1822
1991,1991,22,54,2254
1992,1992,22,31,2231
1993,1993,22,31,2231
1994,1994,22,31,2231
1995,1995,22,54,2254
1996,1996,22,31,2231
1997,1997,22,18,1822
1998,1998,22,31,2231
1999,1999,15,19,1519
2000,2000,22,39,2239
2001,2001,22,54,2254
2002,2002,22,31,2231
2003,2003,18,15,1518
2004,2004,22,31,2231
2005,2005,15,19,1519
2006,2006,18,27,1827
2007,2007,22,31,2231
2008,2008,18,27,1827
2009,2009,15,18,1518
2010,2010,15,18,1518
2011,2011,18,27,1827
2012,2012,15,18,1518
2013,2013,15,18,1518
2014,2014,22,31,2231
2015,2015,18,15,1518
2016,2016,22,54,2254
2017,2017,18,19,1819
2018,2018,22,39,2239
2019,2019,22,39,2239
2020,2020,22,31,2231
2021,2021,18,19,1819
2022,2022,22,18,1822
2023,2023,15,18,1518
2024,2024,15,18,1518
2025,2025,22,54,2254
2026,2026,22,31,2231
2027,2027,22,31,2231
2028,2028,18,15,1518
2029,2029,18,15,1518
2030,2030,18,15,1518
2031,2031,15,18,1518
2032,2032,15,18,1518
2033,2033,15,18,1518
2034,2034,22,54,2254
2035,2035,18,22,1822
2036,2036,22,15,1522
2037,2037,18,22,1822
2038,2038,22,19,1922
2039,2039,15,18,1518
2040,2040,18,15,1518
2041,2041,18,15,1518
2042,2042,22,54,2254
2043,2043,18,22,1822
2044,2044,18,22,1822
2045,2045,22,54,2254
2046,2046,22,20,2022
2047,2047,22,39,2239
2048,2048,22,31,2231
2049,2049,22,54,2254
2050,2050,22,31,2231
2051,2051,22,18,1822
2052,2052,22,54,2254
2053,2053,22,39,2239
2054,2054,19,18,1819
2055,2055,18,27,1827
2056,2056,15,22,1522
2057,2057,22,19,1922
2058,2058,22,19,1922
2059,2059,18,15,1518
2060,2060,18,15,1518
2061,2061,22,54,2254
2062,2062,22,31,2231
2063,2063,22,54,2254
2064,2064,22,54,2254
2065,2065,22,31,2231
2066,2066,15,18,1518
2067,2067,15,18,1518
2068,2068,22,31,2231
2069,2069,22,18,1822
2070,2070,15,18,1518
2071,2071,15,19,1519
2072,2072,15,19,1519
2073,2073,22,19,1922
2074,2074,22,54,2254
2075,2075,15,18,1518
2076,2076,18,19,1819
2077,2077,18,15,1518
2078,2078,22,31,2231
2079,2079,22,31,2231
2080,2080,18,27,1827
2081,2081,22,54,2254
2082,2082,22,31,2231
2083,2083,18,15,1518
2084,2084,22,31,2231
2085,2085,22,31,2231
2086,2086,22,31,2231
2087,2087,18,15,1518
2088,2088,22,31,2231
2089,2089,22,31,2231
2090,2090,18,15,1518
2091,2091,18,15,1518
2092,2092,22,31,2231
2093,2093,22,31,2231
2094,2094,18,15,1518
2095,2095,18,15,1518
2096,2096,18,15,1518
2097,2097,22,31,2231
2098,2098,18,15,1518
2099,2099,22,31,2231
2100,2100,22,39,2239
2101,2101,22,31,2231
2102,2102,18,15,1518
2103,2103,19,18,1819
2104,2104,22,31,2231
2105,2105,22,31,2231
2106,2106,22,31,2231
2107,2107,22,54,2254
2108,2108,15,27,1527
2109,2109,18,15,1518
2110,2110,18,24,1824
2111,2111,18,15,1518
2112,2112,22,54,2254
2113,2113,18,22,1822
2114,2114,18,22,1822
2115,2115,18,22,1822
2116,2116,22,31,2231
2117,2117,15,27,1527
2118,2118,18,15,1518
2119,2119,15,27,1527
2120,2120,22,54,2254
2121,2121,22,18,1822
2122,2122,18,22,1822
2123,2123,22,54,2254
2124,2124,22,18,1822
2125,2125,22,31,2231
2126,2126,18,15,1518
2127,2127,18,15,1518
2128,2128,22,31,2231
2129,2129,22,31,2231
2130,2130,19,22,1922
2131,2131,18,15,1518
2132,2132,22,31,2231
2133,2133,18,15,1518
2134,2134,22,19,1922
2135,2135,18,27,1827
2136,2136,22,39,2239
2137,2137,22,31,2231
2138,2138,22,31,2231
2139,2139,22,31,2231
2140,2140,22,31,2231
2141,2141,22,31,2231
2142,2142,22,54,2254
2143,2143,22,20,2022
2144,2144,22,31,2231
2145,2145,15,18,1518
2146,2146,15,18,1518
2147,2147,15,18,1518
2148,2148,19,15,1519
2149,2149,22,31,2231
2150,2150,22,31,2231
2151,2151,18,19,1819
2152,2152,22,39,2239
2153,2153,22,54,2254
2154,2154,18,15,1518
2155,2155,22,54,2254
2156,2156,22,31,2231
2157,2157,22,54,2254
2158,2158,15,35,1535
2159,2159,22,39,2239
2160,2160,22,31,2231
2161,2161,18,27,1827
2162,2162,22,39,2239
2163,2163,22,31,2231
2164,2164,18,15,1518
2165,2165,22,31,2231
2166,2166,22,39,2239
2167,2167,22,31,2231
2168,2168,15,27,1527
2169,2169,22,31,2231
2170,2170,18,15,1518
2171,2171,22,31,2231
2172,2172,18,19,1819
2173,2173,18,15,1518
2174,2174,22,15,1522
2175,2175,22,31,2231
2176,2176,22,31,2231
2177,2177,22,31,2231
2178,2178,18,22,1822
2179,2179,18,27,1827
2180,2180,22,31,2231
2181,2181,22,31,2231
2182,2182,18,22,1822
2183,2183,22,31,2231
2184,2184,22,31,2231
2185,2185,22,39,2239
2186,2186,18,19,1819
2187,2187,19,18,1819
2188,2188,22,31,2231
2189,2189,22,39,2239
2190,2190,15,19,1519
2191,2191,15,36,1536
2192,2192,22,31,2231
2193,2193,15,18,1518
2194,2194,15,18,1518
2195,2195,15,18,1518
2196,2196,22,31,2231
2197,2197,22,31,2231
2198,2198,22,54,2254
2199,2199,15,19,1519
2200,2200,15,18,1518
2201,2201,15,18,1518
2202,2202,15,19,1519
2203,2203,15,18,1518
2204,2204,15,18,1518
2205,2205,22,31,2231
2206,2206,22,19,1922
2207,2207,22,31,2231
2208,2208,22,18,1822
2209,2209,22,54,2254
2210,2210,22,18,1822
2211,2211,18,15,1518
2212,2212,22,20,2022
2213,2213,22,54,2254
2214,2214,22,31,2231
2215,2215,22,19,1922
2216,2216,22,18,1822
2217,2217,18,15,1518
2218,2218,18,15,1518
2219,2219,18,15,1518
2220,2220,22,19,1922
2221,2221,22,54,2254
2222,2222,22,39,2239
2223,2223,15,18,1518
2224,2224,18,15,1518
2225,2225,22,31,2231
2226,2226,22,54,2254
2227,2227,22,18,1822
2228,2228,22,18,1822
2229,2229,22,54,2254
2230,2230,22,18,1822
2231,2231,22,18,1822
2232,2232,22,18,1822
2233,2233,22,31,2231
2234,2234,22,31,2231
2235,2235,22,18,1822
2236,2236,22,19,1922
2237,2237,22,31,2231
2238,2238,22,39,2239
2239,2239,22,31,2231
2240,2240,18,15,1518
2241,2241,15,18,1518
2242,2242,18,15,1518
2243,2243,22,31,2231
2244,2244,15,19,1519
2245,2245,22,19,1922
2246,2246,15,18,1518
2247,2247,15,18,1518
2248,2248,22,39,2239
2249,2249,22,31,2231
2250,2250,22,39,2239
2251,2251,15,18,1518
2252,2252,18,15,1518
2253,2253,22,39,2239
2254,2254,22,31,2231
2255,2255,22,18,1822
2256,2256,18,15,1518
2257,2257,15,18,1518
2258,2258,15,18,1518
2259,2259,18,15,1518
2260,2260,22,19,1922
2261,2261,18,15,1518
2262,2262,22,19,1922
2263,2263,18,15,1518
2264,2264,22,31,2231
2265,2265,18,15,1518
2266,2266,15,18,1518
2267,2267,22,39,2239
2268,2268,18,15,1518
2269,2269,18,27,1827
2270,2270,18,15,1518
2271,2271,18,15,1518
2272,2272,22,18,1822
2273,2273,18,19,1819
2274,2274,22,19,1922
2275,2275,18,15,1518
2276,2276,18,19,1819
2277,2277,22,39,2239
2278,2278,22,39,2239
2279,2279,22,31,2231
2280,2280,15,18,1518
2281,2281,15,18,1518
2282,2282,15,18,1518
2283,2283,18,15,1518
2284,2284,22,54,2254
2285,2285,22,18,1822
2286,2286,22,31,2231
2287,2287,22,39,2239
2288,2288,22,39,2239
2289,2289,22,54,2254
2290,2290,22,54,2254
2291,2291,18,19,1819
2292,2292,18,15,1518
2293,2293,18,22,1822
2294,2294,22,31,2231
2295,2295,22,20,2022
2296,2296,15,18,1518
2297,2297,18,15,1518
2298,2298,22,18,1822
